Results: 	[0.9947]	
Results: 	[0.9947, 0.9974]	
Results: 	[0.9947, 0.9974, 0.9924]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945, 0.9955]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945, 0.9955, 0.9855]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945, 0.9955, 0.9855, 0.991]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945, 0.9955, 0.9855, 0.991, 0.9929]	
Results: 	[0.9947, 0.9974, 0.9924, 0.9961, 0.986, 0.9911, 0.9765, 0.9934, 0.9922, 0.9872, 0.9923, 0.9915, 0.9945, 0.9955, 0.9855, 0.991, 0.9929, 0.9898]	
