Results: 	[0.8782]	
Results: 	[0.8782, 0.8482]	
Results: 	[0.8782, 0.8482, 0.891]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195, 0.9308]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195, 0.9308, 0.8245]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195, 0.9308, 0.8245, 0.9145]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195, 0.9308, 0.8245, 0.9145, 0.8995]	
Results: 	[0.8782, 0.8482, 0.891, 0.8543, 0.9238, 0.924, 0.9296, 0.9046, 0.9009, 0.9287, 0.9097, 0.9042, 0.8997, 0.8823, 0.9292, 0.8976, 0.8943, 0.8778, 0.9069, 0.8682, 0.9195, 0.9308, 0.8245, 0.9145, 0.8995, 0.874]	
