Results: 	[0.9159]	
Results: 	[0.9159, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115, 0.9071]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115, 0.9071, 0.9248]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115, 0.9071, 0.9248, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115, 0.9071, 0.9248, 0.9115, 0.9115]	
Results: 	[0.9159, 0.9115, 0.9071, 0.9115, 0.9159, 0.9159, 0.9115, 0.9071, 0.9071, 0.9115, 0.9159, 0.9115, 0.9115, 0.9115, 0.9111, 0.9115, 0.9115, 0.9071, 0.9248, 0.9115, 0.9115, 0.9111]	
