Results: 	[0.6346]	
Results: 	[0.6346, 0.7504]	
Results: 	[0.6346, 0.7504, 0.687]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683, 0.6996]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683, 0.6996, 0.8378]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683, 0.6996, 0.8378, 0.6601]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683, 0.6996, 0.8378, 0.6601, 0.7145]	
Results: 	[0.6346, 0.7504, 0.687, 0.7481, 0.7028, 0.7261, 0.7064, 0.7216, 0.6702, 0.754, 0.7443, 0.754, 0.7278, 0.7048, 0.7281, 0.6662, 0.6996, 0.6267, 0.6984, 0.6683, 0.6996, 0.8378, 0.6601, 0.7145, 0.688]	
